Policy_ID,Customer_ID,Agent_ID,Product,Branch,Policy_Start_Date,Policy_End_Date,Premium,Sum_Insured,Policy_Status
POL000296,CUST02929,AG073,Motor,East,2024-10-20,2025-10-20,20463,2046300,Cancelled
POL000297,CUST00706,AG006,Commercial Property,North,2026-02-02,2027-02-02,382048,19866496,Lapsed
POL000298,CUST02483,AG068,Commercial Property,North,2026-06-16,2027-06-16,464187,38527521,Expired
POL000299,CUST01699,AG049,Motor,South,2024-07-05,2025-07-05,35359,3429823,Lapsed
POL000300,CUST00886,AG063,Marine,North,2024-01-21,2025-01-20,120140,6727840,Active
POL000301,CUST01321,AG056,Travel,West,2025-04-23,2026-04-23,6708,288444,Expired
POL000302,CUST02915,AG106,Commercial Property,East,2026-04-10,2027-04-10,120249,6373197,Expired
POL000303,CUST01888,AG105,Travel,South,2023-09-02,2024-09-01,2670,237630,Expired
POL000304,CUST02706,AG081,Motor,North,2025-01-17,2026-01-17,31918,1691654,Active
POL000305,CUST02440,AG065,Commercial Property,North,2026-05-13,2027-05-13,587872,55259968,Renewed
POL000306,CUST02564,AG076,Home,North,2024-09-28,2025-09-28,37127,2116239,Lapsed
POL000307,CUST00567,AG021,Motor,North,2026-04-13,2027-04-13,31148,1090180,Renewed
POL000308,CUST02209,AG023,Marine,South,2024-11-21,2025-11-21,117989,3185703,Active
POL000309,CUST00384,AG107,Marine,North,2023-12-02,2024-12-01,103938,4469334,Expired
POL000310,CUST02655,AG086,Travel,North,2025-12-05,2026-12-05,3998,119940,Expired
POL000311,CUST02068,AG020,Commercial Property,West,2023-08-14,2024-08-13,636876,50313204,Renewed
POL000312,CUST02923,AG016,Commercial Property,West,2023-09-14,2024-09-13,290477,15395281,Active
POL000313,CUST02261,AG083,Commercial Property,West,2026-01-21,2027-01-21,568369,28986819,Expired
POL000314,CUST01886,AG075,Travel,East,2025-12-28,2026-12-28,12601,882070,Expired
POL000315,CUST02498,AG049,Marine,North,2026-01-01,2027-01-01,187681,12949989,Lapsed
POL000316,CUST01280,AG020,Home,East,2023-08-29,2024-08-28,9679,271012,Renewed
POL000317,CUST01457,AG075,Motor,South,2026-07-13,2027-07-13,27152,1384752,Renewed
POL000318,CUST02190,AG052,Marine,South,2023-09-13,2024-09-12,170436,14998368,Lapsed
POL000319,CUST00620,AG097,Home,North,2024-05-14,2025-05-14,17008,1479696,Renewed
POL000320,CUST01229,AG010,Commercial Property,North,2025-09-23,2026-09-23,143513,6745111,Active
POL000321,CUST00838,AG092,Commercial Property,South,2025-07-21,2026-07-21,910617,65564424,Active
POL000322,CUST00765,AG032,Home,South,2026-05-21,2027-05-21,55167,1379175,Cancelled
POL000323,CUST01141,AG097,Marine,North,2026-04-05,2027-04-05,25749,1493442,Renewed
POL000324,CUST02664,AG005,Home,East,2025-06-21,2026-06-21,48388,2129072,Cancelled
POL000325,CUST01984,AG115,Marine,North,2024-11-08,2025-11-08,36562,1023736,Lapsed
POL000326,CUST01642,AG060,Home,East,2026-06-06,2027-06-06,43828,3944520,Expired
POL000327,CUST00429,AG101,Motor,East,2026-04-12,2027-04-12,10217,490416,Cancelled
POL000328,CUST01730,AG079,Commercial Property,South,2024-03-02,2025-03-02,622433,54774104,Lapsed
POL000329,CUST01280,AG089,Home,West,2024-04-22,2025-04-22,28422,881082,Cancelled
POL000330,CUST00509,AG079,Marine,East,2025-04-22,2026-04-22,192990,7140630,Lapsed
POL000331,CUST02846,AG006,Home,North,2024-05-09,2025-05-09,31679,2027456,Active
POL000332,CUST02442,AG069,Motor,West,2024-10-07,2025-10-07,10151,923741,Renewed
POL000333,CUST02109,AG075,Home,West,2026-05-22,2027-05-22,24289,1287317,Cancelled
POL000334,CUST02434,AG084,Marine,North,2025-02-06,2026-02-06,22012,2047116,Cancelled
POL000335,CUST01202,AG118,Home,East,2026-05-14,2027-05-14,46034,3130312,Renewed
POL000336,CUST01786,AG034,Marine,West,2026-06-25,2027-06-25,127599,5103960,Active
POL000337,CUST01815,AG044,Marine,East,2025-05-01,2026-05-01,115469,10161272,Active
POL000338,CUST02075,AG104,Commercial Property,West,2023-09-10,2024-09-09,251628,24407916,Active
POL000339,CUST01657,AG113,Travel,South,2024-08-02,2025-08-02,9457,643076,Expired
POL000340,CUST01625,AG081,Home,West,2026-07-10,2027-07-10,53914,3342668,Lapsed
POL000341,CUST02766,AG055,Commercial Property,East,2023-12-25,2024-12-24,778542,31141680,Expired
POL000342,CUST01960,AG089,Motor,South,2026-07-04,2027-07-04,14971,1197680,Cancelled
POL000343,CUST00425,AG011,Travel,South,2025-08-25,2026-08-25,13784,578928,Cancelled
POL000344,CUST02118,AG082,Motor,North,2026-01-07,2027-01-07,29412,2029428,Active
POL000345,CUST01971,AG092,Motor,North,2024-04-10,2025-04-10,12100,1004300,Lapsed
POL000346,CUST00056,AG120,Home,South,2024-12-21,2025-12-21,19330,1043820,Renewed
POL000347,CUST00604,AG094,Home,West,2024-02-16,2025-02-15,63885,2172090,Expired
POL000348,CUST00934,AG056,Motor,South,2024-02-15,2025-02-14,39652,2537728,Lapsed
POL000349,CUST01085,AG066,Travel,North,2025-01-22,2026-01-22,6531,274302,Cancelled
POL000350,CUST01100,AG007,Home,North,2023-08-09,2024-08-08,40994,983856,Renewed
POL000351,CUST00597,AG112,Marine,East,2024-10-13,2025-10-13,190972,8593740,Active
POL000352,CUST02201,AG079,Motor,South,2025-02-15,2026-02-15,17684,1450088,Lapsed
POL000353,CUST02722,AG038,Motor,West,2024-06-29,2025-06-29,33730,1382930,Renewed
POL000354,CUST02807,AG022,Home,North,2025-07-12,2026-07-12,64859,1880911,Renewed
POL000355,CUST00171,AG033,Marine,North,2025-09-20,2026-09-20,37634,2333308,Expired
POL000356,CUST00594,AG035,Motor,West,2025-07-03,2026-07-03,20043,1984257,Expired
POL000357,CUST00284,AG092,Marine,South,2024-04-22,2025-04-22,29375,2056250,Renewed
POL000358,CUST00706,AG036,Travel,East,2024-07-19,2025-07-19,14925,776100,Cancelled
POL000359,CUST02192,AG113,Marine,East,2026-04-12,2027-04-12,34021,2245386,Active
POL000360,CUST02629,AG088,Travel,South,2023-10-20,2024-10-19,4511,275171,Expired
POL000361,CUST02708,AG033,Commercial Property,North,2026-01-08,2027-01-08,587387,51690056,Renewed
POL000362,CUST01289,AG062,Commercial Property,West,2025-04-16,2026-04-16,370942,34868548,Expired
POL000363,CUST01544,AG030,Travel,North,2025-09-01,2026-09-01,5506,132144,Active
POL000364,CUST00835,AG107,Commercial Property,West,2026-04-17,2027-04-17,998498,90863318,Expired
POL000365,CUST00423,AG020,Commercial Property,West,2026-07-02,2027-07-02,645604,21950536,Lapsed
POL000366,CUST00707,AG067,Travel,North,2026-05-29,2027-05-29,19565,1663025,Active
POL000367,CUST00480,AG002,Commercial Property,South,2024-03-09,2025-03-09,905862,38952066,Expired
POL000368,CUST01778,AG049,Home,North,2024-02-28,2025-02-27,12130,412420,Active
POL000369,CUST01211,AG025,Motor,West,2024-08-20,2025-08-20,30312,2030904,Renewed
POL000370,CUST01308,AG084,Motor,East,2023-12-23,2024-12-22,9044,461244,Active
POL000371,CUST00567,AG025,Commercial Property,North,2024-04-10,2025-04-10,722676,43360560,Cancelled
POL000372,CUST00070,AG059,Travel,East,2024-10-16,2025-10-16,7506,532926,Expired
POL000373,CUST00306,AG043,Motor,East,2024-10-31,2025-10-31,23281,512182,Active
POL000374,CUST00054,AG116,Travel,West,2023-08-30,2024-08-29,4015,281050,Cancelled
POL000375,CUST01831,AG070,Marine,North,2023-08-08,2024-08-07,78928,4814608,Active
POL000376,CUST02301,AG098,Travel,East,2025-04-01,2026-04-01,1492,65648,Renewed
POL000377,CUST02973,AG073,Travel,South,2025-11-01,2026-11-01,13383,1231236,Lapsed
POL000378,CUST00959,AG070,Travel,South,2025-01-22,2026-01-22,1505,112875,Lapsed
POL000379,CUST02517,AG010,Commercial Property,North,2024-10-20,2025-10-20,869555,57390630,Active
POL000380,CUST01862,AG115,Marine,West,2024-11-24,2025-11-24,138891,9444588,Active
POL000381,CUST02874,AG098,Commercial Property,South,2024-01-05,2025-01-04,502578,32667570,Renewed
POL000382,CUST00024,AG098,Commercial Property,South,2025-11-26,2026-11-26,630172,58605996,Cancelled
POL000383,CUST00483,AG059,Home,North,2023-12-11,2024-12-10,31672,2597104,Renewed
POL000384,CUST00758,AG101,Marine,North,2023-09-24,2024-09-23,97803,2836287,Active
POL000385,CUST01785,AG035,Commercial Property,South,2024-10-01,2025-10-01,194463,8167446,Expired
POL000386,CUST00219,AG104,Home,West,2025-07-29,2026-07-29,41569,2203157,Cancelled
POL000387,CUST01203,AG048,Marine,South,2024-05-12,2025-05-12,165110,13539020,Active
POL000388,CUST00518,AG109,Marine,West,2024-08-15,2025-08-15,20756,1369896,Renewed
POL000389,CUST02885,AG116,Motor,North,2026-04-10,2027-04-10,8262,520506,Renewed
POL000390,CUST01926,AG023,Marine,North,2025-09-05,2026-09-05,75383,6332172,Expired
POL000391,CUST02131,AG084,Commercial Property,East,2024-01-08,2025-01-07,559057,48078902,Expired
POL000392,CUST00297,AG050,Home,East,2025-11-13,2026-11-13,23752,2113928,Cancelled
POL000393,CUST02860,AG097,Motor,West,2025-11-29,2026-11-29,9319,251613,Active
POL000394,CUST00448,AG105,Motor,East,2026-02-10,2027-02-10,5067,157077,Cancelled
POL000395,CUST01805,AG007,Home,West,2024-06-21,2025-06-21,56990,5243080,Expired
POL000396,CUST01286,AG088,Home,North,2024-11-24,2025-11-24,38302,804342,Active
POL000397,CUST01280,AG072,Travel,East,2025-05-08,2026-05-08,19808,1208288,Cancelled
POL000398,CUST00874,AG111,Home,South,2024-07-22,2025-07-22,38692,2785824,Cancelled
POL000399,CUST00361,AG080,Home,East,2025-02-16,2026-02-16,38947,3310495,Expired
POL000400,CUST02972,AG100,Travel,South,2024-07-09,2025-07-09,3708,107532,Active
POL000401,CUST02502,AG052,Marine,East,2025-12-12,2026-12-12,112220,5386560,Expired
POL000402,CUST02147,AG098,Motor,West,2024-06-24,2025-06-24,24449,1222450,Cancelled
POL000403,CUST01784,AG005,Home,West,2026-04-30,2027-04-30,11963,885262,Renewed
POL000404,CUST00800,AG071,Home,South,2026-02-03,2027-02-03,66392,3850736,Expired
POL000405,CUST00565,AG070,Marine,South,2024-04-27,2025-04-27,185313,4818138,Cancelled
POL000406,CUST00206,AG051,Marine,North,2024-04-27,2025-04-27,136479,9007614,Renewed
POL000407,CUST00844,AG073,Commercial Property,East,2026-06-04,2027-06-04,217201,9339643,Active
POL000408,CUST02021,AG081,Commercial Property,North,2023-10-24,2024-10-23,94569,5579571,Active
POL000409,CUST02079,AG050,Commercial Property,North,2026-01-09,2027-01-09,535175,17125600,Lapsed
POL000410,CUST01594,AG007,Motor,South,2025-07-26,2026-07-26,26530,1114260,Expired
POL000411,CUST01098,AG090,Motor,West,2024-07-14,2025-07-14,29310,879300,Expired
POL000412,CUST02318,AG046,Motor,North,2023-08-30,2024-08-29,13862,374274,Active
POL000413,CUST00879,AG111,Home,West,2026-07-17,2027-07-17,13173,566439,Cancelled
POL000414,CUST01795,AG037,Commercial Property,East,2025-09-30,2026-09-30,83544,2088600,Renewed
POL000415,CUST02256,AG007,Motor,West,2025-12-01,2026-12-01,17534,1139710,Lapsed
POL000416,CUST01609,AG037,Marine,North,2026-05-11,2027-05-11,37239,3686661,Expired
POL000417,CUST01137,AG045,Marine,North,2025-07-17,2026-07-17,171775,6183900,Active
POL000418,CUST00295,AG070,Home,West,2024-08-24,2025-08-24,41192,2389136,Lapsed
POL000419,CUST01472,AG045,Motor,South,2024-01-22,2025-01-21,27073,1380723,Cancelled
POL000420,CUST00137,AG008,Commercial Property,East,2026-02-20,2027-02-20,124094,8934768,Renewed
POL000421,CUST02243,AG008,Commercial Property,North,2026-06-20,2027-06-20,914286,26514294,Lapsed
POL000422,CUST02052,AG035,Travel,West,2026-02-08,2027-02-08,8917,321012,Expired
POL000423,CUST00012,AG051,Home,East,2024-12-23,2025-12-23,46079,3778478,Renewed
POL000424,CUST02593,AG045,Travel,South,2026-06-01,2027-06-01,8142,170982,Active
POL000425,CUST01603,AG024,Travel,South,2024-12-25,2025-12-25,5260,294560,Active
POL000426,CUST02346,AG090,Travel,East,2024-10-20,2025-10-20,7120,277680,Expired
POL000427,CUST00131,AG074,Home,East,2024-10-29,2025-10-29,64099,1602475,Renewed
POL000428,CUST01696,AG066,Motor,East,2026-01-21,2027-01-21,21009,1092468,Expired
POL000429,CUST00901,AG102,Motor,South,2025-04-26,2026-04-26,12644,467828,Lapsed
POL000430,CUST02305,AG072,Motor,East,2025-12-01,2026-12-01,26922,2396058,Renewed
POL000431,CUST00687,AG051,Marine,South,2026-05-07,2027-05-07,175561,4389025,Expired
POL000432,CUST01516,AG046,Home,West,2026-01-11,2027-01-11,60254,5181844,Expired
POL000433,CUST01823,AG015,Motor,East,2024-01-27,2025-01-26,35273,1093463,Cancelled
POL000434,CUST00690,AG013,Home,South,2025-01-30,2026-01-30,19857,1926129,Expired
POL000435,CUST02003,AG093,Motor,East,2025-08-29,2026-08-29,39369,787380,Cancelled
POL000436,CUST00867,AG069,Commercial Property,North,2024-10-13,2025-10-13,507735,34018245,Cancelled
POL000437,CUST02884,AG089,Commercial Property,North,2025-06-01,2026-06-01,225614,7219648,Renewed
POL000438,CUST02192,AG098,Commercial Property,North,2024-05-10,2025-05-10,552005,53544485,Expired
POL000439,CUST00707,AG103,Motor,West,2026-07-05,2027-07-05,15130,1286050,Cancelled
POL000440,CUST00689,AG093,Marine,East,2024-09-25,2025-09-25,45159,3657879,Expired
POL000441,CUST00523,AG081,Motor,North,2024-05-27,2025-05-27,16641,815409,Expired
POL000442,CUST01142,AG084,Home,North,2024-09-10,2025-09-10,13811,649117,Expired
POL000443,CUST02911,AG026,Commercial Property,North,2026-04-02,2027-04-02,681707,14315847,Expired
POL000444,CUST02927,AG090,Motor,South,2025-07-29,2026-07-29,7366,287274,Expired
POL000445,CUST00423,AG032,Home,South,2023-11-24,2024-11-23,40638,2722746,Expired
POL000446,CUST00193,AG053,Motor,South,2024-03-02,2025-03-02,37986,1975272,Renewed
POL000447,CUST01803,AG059,Home,North,2023-11-11,2024-11-10,30572,2384616,Cancelled
POL000448,CUST00664,AG077,Travel,North,2024-05-18,2025-05-18,1750,54250,Renewed
POL000449,CUST00652,AG075,Motor,West,2025-02-02,2026-02-02,24564,2137068,Expired
POL000450,CUST02540,AG050,Motor,North,2024-07-14,2025-07-14,22279,1559530,Expired
POL000451,CUST00058,AG065,Home,North,2025-03-14,2026-03-14,69530,1877310,Cancelled
POL000452,CUST00167,AG050,Travel,East,2025-09-18,2026-09-18,16089,788361,Renewed
POL000453,CUST00248,AG039,Home,North,2024-01-05,2025-01-04,60702,5705988,Cancelled
POL000454,CUST02806,AG040,Marine,East,2025-11-29,2026-11-29,133111,12911767,Expired
POL000455,CUST01859,AG025,Home,West,2023-10-23,2024-10-22,8559,308124,Expired
POL000456,CUST00602,AG033,Travel,South,2024-11-01,2025-11-01,3898,183206,Renewed
POL000457,CUST02782,AG066,Home,East,2025-07-12,2026-07-12,25468,2164780,Active
POL000458,CUST02620,AG031,Commercial Property,West,2025-11-29,2026-11-29,204684,12076356,Active
POL000459,CUST00981,AG114,Commercial Property,West,2026-01-31,2027-01-31,405294,14995878,Cancelled
POL000460,CUST00967,AG029,Travel,South,2025-04-23,2026-04-23,12949,660399,Cancelled
POL000461,CUST02739,AG068,Home,North,2025-07-27,2026-07-27,13082,1085806,Renewed
POL000462,CUST02309,AG087,Motor,East,2025-10-26,2026-10-26,22503,1215162,Renewed
POL000463,CUST01477,AG031,Marine,West,2026-04-24,2027-04-24,90320,6774000,Cancelled
POL000464,CUST00261,AG056,Commercial Property,West,2025-10-06,2026-10-06,450878,20740388,Cancelled
POL000465,CUST02194,AG090,Home,North,2025-04-18,2026-04-18,30495,640395,Lapsed
POL000466,CUST01635,AG077,Marine,East,2026-04-30,2027-04-30,109572,4163736,Cancelled
POL000467,CUST00982,AG002,Marine,West,2024-04-23,2025-04-23,137095,10693410,Cancelled
POL000468,CUST00744,AG050,Home,South,2026-04-21,2027-04-21,58916,2062060,Cancelled
POL000469,CUST00477,AG039,Motor,East,2025-10-06,2026-10-06,17806,1068360,Cancelled
POL000470,CUST01876,AG029,Home,North,2024-07-22,2025-07-22,45130,1489290,Active
POL000471,CUST00582,AG120,Motor,North,2025-08-12,2026-08-12,37485,1311975,Active
POL000472,CUST00641,AG027,Marine,West,2024-07-16,2025-07-16,166009,10956594,Cancelled
POL000473,CUST02787,AG084,Home,West,2024-09-02,2025-09-02,60265,5001995,Active
POL000474,CUST02167,AG053,Motor,West,2025-11-27,2026-11-27,17713,1115919,Expired
POL000475,CUST01640,AG088,Home,West,2026-05-05,2027-05-05,37685,2298785,Renewed
POL000476,CUST02645,AG106,Home,South,2023-11-03,2024-11-02,8223,205575,Cancelled
POL000477,CUST02127,AG085,Home,West,2025-08-21,2026-08-21,9611,240275,Active
POL000478,CUST00525,AG009,Motor,South,2025-11-06,2026-11-06,36709,2165831,Expired
POL000479,CUST01234,AG030,Marine,West,2024-06-22,2025-06-22,131521,12231453,Active
POL000480,CUST00674,AG117,Home,West,2023-08-14,2024-08-13,60830,1459920,Expired
POL000481,CUST00632,AG067,Motor,South,2024-03-25,2025-03-25,29778,2084460,Expired
POL000482,CUST02946,AG048,Motor,South,2024-11-12,2025-11-12,36761,3602578,Cancelled
POL000483,CUST02865,AG079,Home,South,2026-05-16,2027-05-16,19074,839256,Lapsed
POL000484,CUST02841,AG107,Commercial Property,South,2024-07-05,2025-07-05,774765,37188720,Cancelled
POL000485,CUST01434,AG005,Home,South,2026-05-24,2027-05-24,35736,2858880,Renewed
POL000486,CUST02487,AG064,Motor,North,2026-01-31,2027-01-31,35088,1228080,Lapsed
POL000487,CUST00511,AG020,Home,South,2024-06-25,2025-06-25,10528,736960,Active
POL000488,CUST02582,AG056,Marine,South,2024-10-08,2025-10-08,43498,2305394,Lapsed
POL000489,CUST01076,AG017,Marine,West,2024-04-15,2025-04-15,105016,3990608,Expired
POL000490,CUST00435,AG097,Home,South,2026-04-28,2027-04-28,18576,1801872,Cancelled
POL000491,CUST02939,AG105,Marine,South,2025-06-18,2026-06-18,195729,19572900,Expired
POL000492,CUST02532,AG044,Home,East,2026-03-15,2027-03-15,11746,552062,Cancelled
POL000493,CUST01003,AG009,Motor,West,2024-07-24,2025-07-24,20875,709750,Lapsed
POL000494,CUST00968,AG001,Motor,East,2023-12-24,2024-12-23,31005,2542410,Cancelled
POL000495,CUST00056,AG114,Home,East,2025-04-12,2026-04-12,50808,1473432,Expired
POL000496,CUST01175,AG085,Travel,South,2024-06-23,2025-06-23,17669,1254499,Expired
POL000497,CUST01134,AG102,Commercial Property,West,2025-04-11,2026-04-11,815982,65278560,Active
POL000498,CUST02703,AG009,Marine,East,2025-02-11,2026-02-11,39063,2617221,Active
POL000499,CUST01755,AG035,Travel,East,2024-09-07,2025-09-07,12213,268686,Lapsed
POL000500,CUST02035,AG046,Motor,West,2025-07-31,2026-07-31,18862,811066,Active
POL000501,CUST00649,AG086,Travel,North,2026-01-25,2027-01-25,6528,137088,Active
POL000502,CUST01260,AG010,Commercial Property,West,2026-04-12,2027-04-12,206941,9312345,Lapsed
POL000503,CUST01860,AG052,Home,West,2023-09-25,2024-09-24,38327,919848,Lapsed
POL000504,CUST01982,AG030,Commercial Property,West,2024-12-17,2025-12-17,564378,16931340,Lapsed
POL000505,CUST01390,AG090,Home,South,2024-12-28,2025-12-28,50731,4717983,Lapsed
POL000506,CUST02806,AG074,Commercial Property,West,2024-05-18,2025-05-18,711614,41985226,Expired
POL000507,CUST02100,AG087,Motor,North,2024-09-22,2025-09-22,30049,2824606,Cancelled
POL000508,CUST02401,AG009,Home,South,2025-08-29,2026-08-29,17485,1136525,Active
POL000509,CUST01869,AG103,Marine,West,2024-09-05,2025-09-05,94131,5271336,Renewed
POL000510,CUST01621,AG040,Motor,North,2023-09-25,2024-09-24,5078,299602,Lapsed
POL000511,CUST01844,AG119,Travel,West,2026-07-07,2027-07-07,15674,924766,Active
POL000512,CUST00139,AG033,Travel,South,2025-10-11,2026-10-11,14979,928698,Active
POL000513,CUST00816,AG005,Motor,West,2025-01-29,2026-01-29,21008,1995760,Renewed
POL000514,CUST02601,AG073,Marine,West,2026-04-13,2027-04-13,135704,8820760,Expired
POL000515,CUST01520,AG076,Commercial Property,West,2026-04-27,2027-04-27,778468,61498972,Active
POL000516,CUST01896,AG053,Home,East,2024-01-15,2025-01-14,15216,699936,Renewed
POL000517,CUST02543,AG109,Marine,South,2025-10-27,2026-10-27,102316,9310756,Lapsed
POL000518,CUST01781,AG032,Marine,West,2024-03-31,2025-03-31,93844,5442952,Cancelled
POL000519,CUST01251,AG079,Marine,East,2024-04-26,2025-04-26,87475,3061625,Renewed
POL000520,CUST01847,AG037,Commercial Property,South,2025-05-25,2026-05-25,656411,31507728,Lapsed
POL000521,CUST00599,AG029,Marine,West,2025-05-05,2026-05-05,157841,4103866,Lapsed
POL000522,CUST02741,AG105,Marine,West,2025-05-13,2026-05-13,145050,12764400,Lapsed
POL000523,CUST02339,AG058,Commercial Property,East,2023-11-09,2024-11-08,58363,2101068,Active
POL000524,CUST01235,AG116,Home,North,2025-09-22,2026-09-22,57917,4980862,Cancelled
POL000525,CUST02399,AG017,Home,East,2025-06-22,2026-06-22,32283,1162188,Active
POL000526,CUST01247,AG049,Home,North,2026-01-16,2027-01-16,27776,777728,Expired
POL000527,CUST01458,AG014,Commercial Property,South,2024-10-23,2025-10-23,990823,36660451,Active
